title,year_x,rotten tomatoes,netflix,hulu,prime video,disney+,movieId,genres,userId,rating
Billy Madison,1995,73/100,0,1,0,0,216.0,Comedy,127174.0,4.0
Black Beauty,2020,58/100,0,0,0,1,8929.0,Children|Drama,70288.0,5.0
Much Ado About Nothing,2016,49/100,1,0,0,0,497.0,Comedy|Romance,67011.0,3.0
Kazaam,1996,49/100,0,0,0,1,810.0,Children|Comedy|Fantasy,10243.0,4.0
Pirates of the Caribbean: The Curse of the Black Pearl,2003,86/100,0,0,0,1,6539.0,Action|Adventure|Comedy|Fantasy,74628.0,4.0
Home Alone,1990,82/100,0,0,0,1,586.0,Children|Comedy,66678.0,3.0
Star Trek: First Contact,1996,77/100,0,1,0,0,1356.0,Action|Adventure|Sci-Fi|Thriller,104006.0,5.0
Hard Candy,2005,75/100,0,0,1,0,44974.0,Drama|Thriller,81958.0,5.0
Muppet Treasure Island,1996,67/100,0,0,0,1,107.0,Adventure|Children|Comedy|Musical,6174.0,2.5
Mr. Holland's Opus,1995,69/100,0,0,0,1,62.0,Drama,26575.0,4.0
Galaxy Quest,1999,78/100,0,1,0,0,3175.0,Adventure|Comedy|Sci-Fi,132836.0,3.0
Shrek,2001,85/100,0,1,0,0,4306.0,Adventure|Animation|Children|Comedy|Fantasy|Romance,129073.0,4.0
Alien,1979,88/100,0,0,1,0,1214.0,Horror|Sci-Fi,92433.0,3.0
Fight Club,1999,93/100,0,0,1,0,2959.0,Action|Crime|Drama|Thriller,41437.0,4.0
Dances with Wolves,1990,80/100,1,0,0,0,590.0,Adventure|Drama|Western,95108.0,5.0
E.T. the Extra-Terrestrial,1982,83/100,0,0,1,0,1097.0,Children|Drama|Sci-Fi,15646.0,3.0
Fantasia,1940,76/100,0,0,0,1,1282.0,Animation|Children|Fantasy|Musical,32981.0,3.0
Scrooged,1988,73/100,0,1,0,0,3087.0,Comedy|Fantasy|Romance,26273.0,4.0
Accepted,2006,71/100,1,0,0,0,47518.0,Comedy,82486.0,4.0
Bad Boys,1983,66/100,0,0,1,0,145.0,Action|Comedy|Crime|Drama|Thriller,11971.0,4.0
Monty Python and the Holy Grail,1975,84/100,1,0,0,0,1136.0,Adventure|Comedy|Fantasy,43208.0,5.0
Crimson Tide,1995,76/100,0,0,1,0,161.0,Drama|Thriller|War,103042.0,3.0
Bad Boys,1983,66/100,0,0,1,0,145.0,Action|Comedy|Crime|Drama|Thriller,5616.0,2.0
Up,2009,88/100,0,0,0,1,68954.0,Adventure|Animation|Children|Drama,31057.0,3.0
Beowulf,2007,70/100,0,0,1,0,55995.0,Action|Adventure|Animation|Fantasy|IMAX,21179.0,1.5
Scott Pilgrim vs. the World,2010,82/100,1,0,0,0,79702.0,Action|Comedy|Fantasy|Musical|Romance,84975.0,5.0
Splash,1984,69/100,0,0,0,1,2100.0,Comedy|Fantasy|Romance,18592.0,3.5
Alice in Wonderland,1951,77/100,0,0,0,1,74789.0,Adventure|Fantasy|IMAX,133992.0,3.0
"Monsters, Inc.",2001,87/100,0,0,0,1,4886.0,Adventure|Animation|Children|Comedy|Fantasy,57733.0,4.0
Peeping Tom,1960,71/100,0,0,1,0,2488.0,Drama|Horror|Thriller,14417.0,4.0
28 Days Later,2002,83/100,0,1,0,0,6502.0,Action|Horror|Sci-Fi,89372.0,4.0
Star Trek II: The Wrath of Khan,1982,77/100,0,1,0,0,1374.0,Action|Adventure|Sci-Fi|Thriller,122641.0,3.5
Billy Madison,1995,73/100,0,1,0,0,216.0,Comedy,34451.0,3.0
Aladdin,1992,84/100,0,0,0,1,588.0,Adventure|Animation|Children|Comedy|Musical,8712.0,4.0
Rudy,1993,74/100,0,0,1,0,524.0,Drama,2062.0,4.0
Splinter,2008,67/100,0,0,1,0,63826.0,Action|Horror|Thriller,129802.0,2.5
My Fair Lady,1964,75/100,1,0,0,0,914.0,Comedy|Drama|Musical|Romance,78708.0,4.0
Remember the Titans,2000,79/100,0,0,0,1,3916.0,Drama,43318.0,4.0
Fight Club,1999,93/100,0,0,1,0,2959.0,Action|Crime|Drama|Thriller,115604.0,5.0
Billy Madison,1995,73/100,0,1,0,0,216.0,Comedy,124400.0,4.0
Naked,2017,57/100,1,0,0,0,501.0,Drama,122860.0,5.0
Dances with Wolves,1990,80/100,1,0,0,0,590.0,Adventure|Drama|Western,137867.0,2.5
Taxi Driver,2015,41/100,1,0,0,0,111.0,Crime|Drama|Thriller,31728.0,3.0
Scott Pilgrim vs. the World,2010,82/100,1,0,0,0,79702.0,Action|Comedy|Fantasy|Musical|Romance,128285.0,4.0
Bad Boys,1983,66/100,0,0,1,0,145.0,Action|Comedy|Crime|Drama|Thriller,3571.0,3.5
Star Wars: Episode I - The Phantom Menace,1999,79/100,0,0,0,1,2628.0,Action|Adventure|Sci-Fi,101976.0,4.0
(500) Days of Summer,2009,83/100,0,1,0,0,69757.0,Comedy|Drama|Romance,20082.0,4.5
Bambi,1942,76/100,0,0,0,1,2018.0,Animation|Children|Drama,103209.0,2.0
Highlander,1986,76/100,0,0,1,0,1275.0,Action|Adventure|Fantasy,23790.0,3.5
Cliffhanger,1993,71/100,0,1,0,0,434.0,Action|Adventure|Thriller,132960.0,4.0
Splash,1984,69/100,0,0,0,1,2100.0,Comedy|Fantasy|Romance,118009.0,1.0
Permanent Midnight,1998,59/100,0,0,1,0,2271.0,Drama,110706.0,2.5
Toy Story,1995,88/100,0,0,0,1,1.0,Adventure|Animation|Children|Comedy|Fantasy,96142.0,4.5
Aladdin,1992,84/100,0,0,0,1,588.0,Adventure|Animation|Children|Comedy|Musical,68770.0,3.5
Charlotte's Web,1973,66/100,0,1,0,0,2137.0,Animation|Children,16767.0,4.0
10 Items or Less,2006,63/100,0,0,1,0,49284.0,Comedy|Drama|Romance,31998.0,2.0
Fight Club,1999,93/100,0,0,1,0,2959.0,Action|Crime|Drama|Thriller,8380.0,5.0
Chicken Run,2000,76/100,0,0,1,0,3751.0,Animation|Children|Comedy,8447.0,3.5
Little Big Man,1970,70/100,0,0,1,0,3037.0,Western,69345.0,4.0
Ned Kelly,1970,47/100,0,0,1,0,7372.0,Drama,51558.0,3.0
Love Actually,2003,82/100,1,0,0,0,6942.0,Comedy|Drama|Romance,127404.0,5.0
Scent of a Woman,1992,80/100,0,0,1,0,3252.0,Drama,26062.0,3.5
Chinatown,1974,82/100,1,0,0,0,1252.0,Crime|Film-Noir|Mystery|Thriller,122044.0,3.0
Home Alone,1990,82/100,0,0,0,1,586.0,Children|Comedy,30707.0,3.0
Taxi Driver,2015,41/100,1,0,0,0,111.0,Crime|Drama|Thriller,40938.0,4.5
Night at the Museum,2006,76/100,0,0,0,1,46972.0,Action|Comedy|Fantasy|IMAX,26193.0,2.5
Mallrats,1995,74/100,0,0,1,0,180.0,Comedy|Romance,53640.0,3.0
Something's Gotta Give,2003,72/100,0,1,0,0,7149.0,Comedy|Drama|Romance,120450.0,3.5
Burn After Reading,2008,78/100,0,0,1,0,61323.0,Comedy|Crime|Drama,96132.0,4.0
Cyrano de Bergerac,1950,60/100,0,0,1,0,1277.0,Comedy|Drama|Romance,59149.0,3.0
(500) Days of Summer,2009,83/100,0,1,0,0,69757.0,Comedy|Drama|Romance,58783.0,4.0
Cliffhanger,1993,71/100,0,1,0,0,434.0,Action|Adventure|Thriller,7983.0,3.0
Spanglish,2004,70/100,1,0,0,0,27808.0,Comedy|Drama|Romance,17107.0,3.5
WarGames,1983,76/100,0,0,1,0,6979.0,Drama|Sci-Fi|Thriller,6719.0,3.5
Aladdin,1992,84/100,0,0,0,1,588.0,Adventure|Animation|Children|Comedy|Musical,7427.0,3.0
Darkness,2014,37/100,0,0,1,0,27434.0,Horror|Mystery,12753.0,3.5
Fantasia,1940,76/100,0,0,0,1,1282.0,Animation|Children|Fantasy|Musical,83389.0,4.0
Chicken Run,2000,76/100,0,0,1,0,3751.0,Animation|Children|Comedy,25781.0,3.5
Bob Roberts,1992,63/100,0,0,1,0,1171.0,Comedy,86551.0,3.0
Alien,1979,88/100,0,0,1,0,1214.0,Horror|Sci-Fi,136128.0,3.0
Splash,1984,69/100,0,0,0,1,2100.0,Comedy|Fantasy|Romance,5504.0,4.0
Aladdin,1992,84/100,0,0,0,1,588.0,Adventure|Animation|Children|Comedy|Musical,131475.0,5.0
Legend,2015,75/100,1,0,0,0,2143.0,Adventure|Fantasy|Romance,70929.0,4.0
Big Fish,2003,84/100,0,1,1,0,7147.0,Drama|Fantasy|Romance,138246.0,4.0
Toy Story 2,1999,84/100,0,0,0,1,3114.0,Adventure|Animation|Children|Comedy|Fantasy,121379.0,4.0
28 Days Later,2002,83/100,0,1,0,0,6502.0,Action|Horror|Sci-Fi,9819.0,4.0
Herbie Rides Again,1974,57/100,0,0,0,1,1011.0,Adventure|Children|Comedy,25093.0,1.0
Back to School,2019,49/100,1,0,0,0,2416.0,Comedy,137824.0,3.0
Stand by Me,1986,84/100,0,1,0,0,1259.0,Adventure|Drama,81839.0,5.0
Black Beauty,2020,58/100,0,0,0,1,421.0,Adventure|Children|Drama,84381.0,3.0
His Girl Friday,1940,74/100,0,0,1,0,951.0,Comedy|Romance,8391.0,4.0
Swordfish,2001,73/100,1,0,0,0,4344.0,Action|Crime|Drama,22661.0,3.0
Places in the Heart,1984,66/100,0,1,0,0,3111.0,Drama,53258.0,4.0
Deuce Bigalow: Male Gigolo,1999,66/100,0,0,1,0,3146.0,Comedy,23180.0,2.0
Catch Me If You Can,2002,87/100,0,1,0,0,5989.0,Crime|Drama,72679.0,4.5
Star Trek IV: The Voyage Home,1986,74/100,0,1,0,0,1376.0,Adventure|Comedy|Sci-Fi,74361.0,3.5
Ice Age,2002,82/100,0,1,0,0,5218.0,Adventure|Animation|Children|Comedy,77512.0,4.5
Legally Blonde,2001,75/100,1,0,0,0,4447.0,Comedy|Romance,94940.0,3.5
Oklahoma!,1955,65/100,0,0,0,1,7614.0,Musical|Romance|Western,71544.0,3.0
Monster,2021,61/100,1,0,1,0,7160.0,Crime|Drama,60138.0,3.5
High School Musical 3: Senior Year,2008,64/100,0,0,0,1,62912.0,Musical,129.0,0.5
Ratatouille,2007,85/100,0,0,0,1,50872.0,Animation|Children|Drama,59922.0,4.5
Heathers,1989,75/100,0,1,1,0,1285.0,Comedy,59821.0,4.0
True Grit,1969,70/100,0,0,1,0,82459.0,Western,72962.0,4.0
Chicken Run,2000,76/100,0,0,1,0,3751.0,Animation|Children|Comedy,11326.0,5.0
Mary Poppins,1964,96/100,0,0,0,1,1028.0,Children|Comedy|Fantasy|Musical,79796.0,5.0
Yes Man,2008,76/100,1,0,0,0,64969.0,Comedy,114384.0,4.0
Ratatouille,2007,85/100,0,0,0,1,50872.0,Animation|Children|Drama,129055.0,3.0
Dances with Wolves,1990,80/100,1,0,0,0,590.0,Adventure|Drama|Western,71576.0,3.0
Big Fish,2003,84/100,0,1,1,0,7147.0,Drama|Fantasy|Romance,42349.0,4.0
Aladdin,1992,84/100,0,0,0,1,588.0,Adventure|Animation|Children|Comedy|Musical,17640.0,3.0
Eddie Murphy Raw,1987,68/100,1,0,0,0,4102.0,Comedy|Documentary,115988.0,4.5
Slumdog Millionaire,2008,85/100,0,1,0,0,63082.0,Crime|Drama|Romance,116263.0,4.0
Mary Poppins,1964,96/100,0,0,0,1,1028.0,Children|Comedy|Fantasy|Musical,137122.0,2.0
Bad Lieutenant,1992,69/100,0,0,1,0,3272.0,Crime|Drama,122593.0,4.5
Sin City,2019,32/100,1,0,0,0,32587.0,Action|Crime|Film-Noir|Mystery|Thriller,1228.0,4.5
Reservation Road,2007,65/100,0,0,1,0,55288.0,Drama|Thriller,17683.0,2.0
Iron Sky,2012,68/100,0,0,1,0,93805.0,Action|Comedy|Sci-Fi,103076.0,3.5
Starsky & Hutch,2004,70/100,1,0,0,0,7325.0,Action|Comedy|Crime|Thriller,114419.0,3.5
Pirates of the Caribbean: The Curse of the Black Pearl,2003,86/100,0,0,0,1,6539.0,Action|Adventure|Comedy|Fantasy,106431.0,5.0
Monty Python and the Holy Grail,1975,84/100,1,0,0,0,1136.0,Adventure|Comedy|Fantasy,26310.0,4.0
Delicatessen,1991,74/100,0,0,1,0,1175.0,Comedy|Drama|Romance,52762.0,3.5
Pirates of the Caribbean: Dead Man's Chest,2006,82/100,0,0,0,1,45722.0,Action|Adventure|Fantasy,138104.0,3.0
"Monsters, Inc.",2001,87/100,0,0,0,1,4886.0,Adventure|Animation|Children|Comedy|Fantasy,123127.0,4.5
Terminator 2: Judgment Day,1991,89/100,1,0,0,0,589.0,Action|Sci-Fi,59908.0,4.5
Star Trek VI: The Undiscovered Country,1991,73/100,0,1,0,0,1372.0,Action|Mystery|Sci-Fi,86208.0,4.0
To Die For,1995,70/100,0,1,0,0,45.0,Comedy|Drama|Thriller,58889.0,3.0
El Dorado,1966,70/100,0,1,0,0,3487.0,Western,44654.0,4.0
Dances with Wolves,1990,80/100,1,0,0,0,590.0,Adventure|Drama|Western,974.0,1.5
Batman Begins,2005,88/100,0,1,0,0,33794.0,Action|Crime|IMAX,90204.0,5.0
Big Fish,2003,84/100,0,1,1,0,7147.0,Drama|Fantasy|Romance,114595.0,2.5
Legend,2015,75/100,1,0,0,0,2143.0,Adventure|Fantasy|Romance,101450.0,3.5
What's Eating Gilbert Grape,1993,78/100,1,0,0,0,337.0,Drama,103090.0,3.0
Up,2009,88/100,0,0,0,1,68954.0,Adventure|Animation|Children|Drama,47733.0,3.5
Toy Story,1995,88/100,0,0,0,1,1.0,Adventure|Animation|Children|Comedy|Fantasy,15062.0,3.0
Monty Python and the Holy Grail,1975,84/100,1,0,0,0,1136.0,Adventure|Comedy|Fantasy,66844.0,4.5
Star Trek IV: The Voyage Home,1986,74/100,0,1,0,0,1376.0,Adventure|Comedy|Sci-Fi,4290.0,2.5
Nacho Libre,2006,68/100,1,0,0,0,45666.0,Comedy,76307.0,3.0
Mystic River,2003,82/100,1,0,0,0,6870.0,Crime|Drama|Mystery,122604.0,3.5
Adventures in Babysitting,1987,70/100,0,0,0,1,2133.0,Adventure|Comedy,24626.0,5.0
Toy Story 2,1999,84/100,0,0,0,1,3114.0,Adventure|Animation|Children|Comedy|Fantasy,51864.0,4.0
Austin Powers in Goldmember,2002,74/100,1,0,0,0,5481.0,Comedy,34576.0,3.0
Trick or Treat,1952,53/100,0,0,0,1,2464.0,Horror,16761.0,3.0
Finding Nemo,2003,87/100,0,0,0,1,6377.0,Adventure|Animation|Children|Comedy,15628.0,4.0
Splash,1984,69/100,0,0,0,1,2100.0,Comedy|Fantasy|Romance,6175.0,3.0
Star Wars: Episode III - Revenge of the Sith,2005,83/100,0,0,0,1,33493.0,Action|Adventure|Sci-Fi,69910.0,3.5
George of the Jungle,1997,66/100,0,0,0,1,1588.0,Children|Comedy,121630.0,4.0
Talladega Nights: The Ballad of Ricky Bobby,2006,76/100,1,0,0,0,46970.0,Action|Comedy,97342.0,3.5
Aladdin,1992,84/100,0,0,0,1,588.0,Adventure|Animation|Children|Comedy|Musical,109702.0,2.5
Snatch,2000,87/100,0,0,1,0,4011.0,Comedy|Crime|Thriller,109779.0,4.5
Shrek,2001,85/100,0,1,0,0,4306.0,Adventure|Animation|Children|Comedy|Fantasy|Romance,26615.0,4.0
Unbreakable,2000,82/100,0,0,1,0,3994.0,Drama|Sci-Fi,41244.0,3.0
Romeo and Juliet,1968,69/100,0,0,1,0,3668.0,Drama|Romance,91193.0,4.0
Home Alone,1990,82/100,0,0,0,1,586.0,Children|Comedy,3509.0,2.0
Sabrina,2018,51/100,1,1,0,0,7.0,Comedy|Romance,71294.0,4.0
Million Dollar Baby,2004,84/100,1,0,0,0,30707.0,Drama,105144.0,5.0
Super Size Me,2004,72/100,0,0,1,0,8464.0,Comedy|Documentary|Drama,87334.0,3.5
Home Alone 2: Lost in New York,1992,77/100,0,0,0,1,2953.0,Children|Comedy,20204.0,1.0
Aladdin,1992,84/100,0,0,0,1,588.0,Adventure|Animation|Children|Comedy|Musical,79751.0,4.5
Fight Club,1999,93/100,0,0,1,0,2959.0,Action|Crime|Drama|Thriller,25001.0,4.5
Rear Window,1954,85/100,0,0,1,0,904.0,Mystery|Thriller,89421.0,4.5
Avatar,2009,86/100,0,0,0,1,72998.0,Action|Adventure|Sci-Fi|IMAX,540.0,4.0
Snatch,2000,87/100,0,0,1,0,4011.0,Comedy|Crime|Thriller,28486.0,4.5
Quigley Down Under,1990,66/100,1,0,0,0,26750.0,Adventure|Drama|Western,14908.0,3.5
Jacob's Ladder,2019,51/100,1,0,0,0,3476.0,Horror|Mystery,48919.0,3.0
RoboCop,1987,80/100,0,1,0,0,2985.0,Action|Crime|Drama|Sci-Fi|Thriller,3530.0,4.5
Pinocchio,2019,72/100,0,0,1,1,596.0,Animation|Children|Fantasy|Musical,76653.0,3.0
Big Fish,2003,84/100,0,1,1,0,7147.0,Drama|Fantasy|Romance,90832.0,4.0
Phone Booth,2002,75/100,0,0,1,0,6281.0,Drama|Thriller,7036.0,4.0
Tropic Thunder,2008,80/100,0,0,1,0,61132.0,Action|Adventure|Comedy|War,121535.0,3.0
Legally Blonde,2001,75/100,1,0,0,0,4447.0,Comedy|Romance,112360.0,2.0
Snatch,2000,87/100,0,0,1,0,4011.0,Comedy|Crime|Thriller,135419.0,4.0
Wilde,1997,65/100,0,1,0,0,2437.0,Drama,60882.0,5.0
28 Weeks Later,2007,78/100,0,1,0,0,53000.0,Horror|Sci-Fi|Thriller,138021.0,2.0
Tuck Everlasting,2002,64/100,0,0,0,1,5667.0,Drama|Fantasy,102158.0,3.0
Toy Story,1995,88/100,0,0,0,1,1.0,Adventure|Animation|Children|Comedy|Fantasy,16118.0,4.0
Frankenstein,2004,49/100,0,0,1,0,2648.0,Drama|Horror|Sci-Fi,101685.0,5.0
Mr. Holland's Opus,1995,69/100,0,0,0,1,62.0,Drama,40522.0,5.0
Pocahontas,1995,75/100,0,0,0,1,48.0,Animation|Children|Drama|Musical|Romance,23913.0,1.0
Terminator 2: Judgment Day,1991,89/100,1,0,0,0,589.0,Action|Sci-Fi,78529.0,4.0
Angels & Demons,2009,76/100,1,1,0,0,68554.0,Crime|Drama|Mystery|Thriller,112742.0,2.5
Sister Act 2: Back in the Habit,1993,66/100,0,0,0,1,3248.0,Comedy,37525.0,4.0
D3: The Mighty Ducks,1996,61/100,0,0,0,1,1005.0,Children|Comedy,126165.0,1.5
Predator,1987,83/100,0,1,0,0,3527.0,Action|Sci-Fi|Thriller,69274.0,4.0
Galaxy Quest,1999,78/100,0,1,0,0,3175.0,Adventure|Comedy|Sci-Fi,20823.0,4.0
Dragonslayer,1981,65/100,0,0,1,0,5039.0,Action|Adventure|Fantasy,112429.0,4.0
Unbreakable,2000,82/100,0,0,1,0,3994.0,Drama|Sci-Fi,6978.0,2.0
Austin Powers: The Spy Who Shagged Me,1999,76/100,1,0,0,0,2683.0,Action|Adventure|Comedy,12785.0,4.0
Star Wars: Episode I - The Phantom Menace,1999,79/100,0,0,0,1,2628.0,Action|Adventure|Sci-Fi,135701.0,3.0
"Honey, I Shrunk the Kids",1989,72/100,0,0,0,1,2054.0,Adventure|Children|Comedy|Fantasy|Sci-Fi,124591.0,2.5
Freaks,2019,72/100,1,0,0,0,8507.0,Crime|Drama|Horror,22193.0,3.0
Snatch,2000,87/100,0,0,1,0,4011.0,Comedy|Crime|Thriller,39928.0,4.5
What's Eating Gilbert Grape,1993,78/100,1,0,0,0,337.0,Drama,119849.0,3.0
D2: The Mighty Ducks,1994,68/100,0,0,0,1,2042.0,Children|Comedy,68575.0,1.0
Star Trek VI: The Undiscovered Country,1991,73/100,0,1,0,0,1372.0,Action|Mystery|Sci-Fi,96319.0,1.0
Akira,1988,81/100,0,1,0,0,1274.0,Action|Adventure|Animation|Sci-Fi,84515.0,3.5
Rear Window,1954,85/100,0,0,1,0,904.0,Mystery|Thriller,58997.0,4.0
Snatch,2000,87/100,0,0,1,0,4011.0,Comedy|Crime|Thriller,15709.0,3.0
Fantasia 2000,1999,69/100,0,0,0,1,3159.0,Animation|Children|Musical|IMAX,1849.0,3.5
Reign of Fire,2002,72/100,0,0,1,0,5463.0,Action|Adventure|Fantasy,129135.0,2.5
Escape to Witch Mountain,1975,61/100,0,0,0,1,1009.0,Adventure|Children|Fantasy,2568.0,3.0
Remember the Titans,2000,79/100,0,0,0,1,3916.0,Drama,85824.0,4.0
Catch Me If You Can,2002,87/100,0,1,0,0,5989.0,Crime|Drama,57995.0,4.0
Small Soldiers,1998,69/100,0,0,1,0,1920.0,Animation|Children|Fantasy|War,46689.0,3.0
Terminator 2: Judgment Day,1991,89/100,1,0,0,0,589.0,Action|Sci-Fi,579.0,3.0
Batman Begins,2005,88/100,0,1,0,0,33794.0,Action|Crime|IMAX,99199.0,3.5
D2: The Mighty Ducks,1994,68/100,0,0,0,1,2042.0,Children|Comedy,65529.0,0.5
Partly Cloudy,2009,70/100,0,0,0,1,72356.0,Animation|Children|Comedy|Fantasy,57445.0,3.0
Dumbo,1941,75/100,0,0,0,1,1029.0,Animation|Children|Drama|Musical,6686.0,5.0
Dances with Wolves,1990,80/100,1,0,0,0,590.0,Adventure|Drama|Western,85782.0,3.0
Dances with Wolves,1990,80/100,1,0,0,0,590.0,Adventure|Drama|Western,32382.0,3.0
Fight Club,1999,93/100,0,0,1,0,2959.0,Action|Crime|Drama|Thriller,113331.0,1.0
Mad Max,1979,76/100,1,0,0,0,3702.0,Action|Adventure|Sci-Fi,94880.0,2.0
Snow White and the Seven Dwarfs,1937,78/100,0,0,0,1,594.0,Animation|Children|Drama|Fantasy|Musical,89791.0,4.0
Star Trek: Nemesis,2002,72/100,0,0,1,0,5944.0,Action|Drama|Sci-Fi|Thriller,18932.0,2.5
Milk Money,1994,58/100,0,0,1,0,276.0,Comedy|Romance,59249.0,2.5
Total Recall,1990,81/100,1,0,0,0,2916.0,Action|Adventure|Sci-Fi|Thriller,129743.0,3.0
Iron Man 3,2013,83/100,0,0,0,1,102125.0,Action|Sci-Fi|Thriller|IMAX,54486.0,3.0
Finding Nemo,2003,87/100,0,0,0,1,6377.0,Adventure|Animation|Children|Comedy,114867.0,4.5
Dangerous Minds,1995,69/100,0,1,0,0,31.0,Drama,105677.0,3.0
Toy Story,1995,88/100,0,0,0,1,1.0,Adventure|Animation|Children|Comedy|Fantasy,22412.0,3.0
Highlander,1986,76/100,0,0,1,0,1275.0,Action|Adventure|Fantasy,47054.0,4.0
Reign of Fire,2002,72/100,0,0,1,0,5463.0,Action|Adventure|Fantasy,68043.0,3.0
Star Trek: First Contact,1996,77/100,0,1,0,0,1356.0,Action|Adventure|Sci-Fi|Thriller,1518.0,3.5
Kicking and Screaming,1995,64/100,1,0,1,0,72.0,Comedy|Drama,14720.0,3.0
Total Recall,1990,81/100,1,0,0,0,2916.0,Action|Adventure|Sci-Fi|Thriller,93977.0,3.0
Snatch,2000,87/100,0,0,1,0,4011.0,Comedy|Crime|Thriller,43703.0,3.0
Skyfall,2012,84/100,0,1,0,0,96079.0,Action|Adventure|Thriller|IMAX,92104.0,3.5
Roman Holiday,1953,77/100,0,0,1,0,916.0,Comedy|Drama|Romance,57735.0,3.0
Ghost,2020,45/100,0,0,1,0,587.0,Comedy|Drama|Fantasy|Romance|Thriller,106777.0,4.0
It's a Wonderful Life,1946,84/100,0,0,1,0,953.0,Drama|Fantasy|Romance,11902.0,3.0
Ghost,2020,45/100,0,0,1,0,587.0,Comedy|Drama|Fantasy|Romance|Thriller,13874.0,5.0
Black and White,1999,54/100,0,1,0,0,3509.0,Drama,134779.0,3.0
Dumbo,1941,75/100,0,0,0,1,1029.0,Animation|Children|Drama|Musical,23646.0,3.0
Patton,1970,77/100,0,0,1,0,1272.0,Drama|War,106628.0,5.0
Mallrats,1995,74/100,0,0,1,0,180.0,Comedy|Romance,76948.0,4.5
Back to School,2019,49/100,1,0,0,0,2416.0,Comedy,101234.0,2.0
Kung Pow: Enter the Fist,2002,67/100,0,1,0,0,5047.0,Action|Comedy,120985.0,4.0
Dances with Wolves,1990,80/100,1,0,0,0,590.0,Adventure|Drama|Western,109057.0,4.0
Much Ado About Nothing,2016,49/100,1,0,0,0,497.0,Comedy|Romance,111971.0,5.0
Mallrats,1995,74/100,0,0,1,0,180.0,Comedy|Romance,51002.0,4.0
Children of the Corn,1984,66/100,0,1,1,0,2122.0,Horror|Thriller,28825.0,0.5
Ice Age,2002,82/100,0,1,0,0,5218.0,Adventure|Animation|Children|Comedy,23227.0,4.5
Home for the Holidays,1995,61/100,0,0,1,0,57.0,Drama,4507.0,3.0
Life with Father,1947,61/100,0,0,1,0,7058.0,Comedy,64976.0,3.5
Election,1999,73/100,1,0,1,0,2599.0,Comedy,82531.0,5.0
Money Train,1995,64/100,0,0,1,0,20.0,Action|Comedy|Crime|Drama|Thriller,99145.0,1.0
Hollow Man,2000,68/100,0,1,0,0,3826.0,Horror|Sci-Fi|Thriller,7024.0,4.0
Aladdin,1992,84/100,0,0,0,1,588.0,Adventure|Animation|Children|Comedy|Musical,69244.0,3.0
Lady and the Tramp,1955,76/100,0,0,0,1,2080.0,Animation|Children|Comedy|Romance,34305.0,5.0
Ran,1985,79/100,0,0,1,0,1217.0,Drama|War,111995.0,4.0
Talladega Nights: The Ballad of Ricky Bobby,2006,76/100,1,0,0,0,46970.0,Action|Comedy,34133.0,0.5
What Dreams May Come,1998,75/100,1,0,0,0,2297.0,Adventure|Drama|Fantasy|Romance,127271.0,5.0
Sin City,2019,32/100,1,0,0,0,32587.0,Action|Crime|Film-Noir|Mystery|Thriller,34707.0,4.5
Austin Powers: The Spy Who Shagged Me,1999,76/100,1,0,0,0,2683.0,Action|Adventure|Comedy,128561.0,5.0
Jack Reacher,2012,80/100,0,1,0,0,99112.0,Action|Crime|Thriller,55427.0,4.0
Ravenous,2017,76/100,1,0,0,0,2560.0,Horror|Thriller,42037.0,2.0
Footloose,1984,72/100,0,1,0,0,3791.0,Drama,86685.0,2.0
Iron Man 2,2010,82/100,0,0,0,1,77561.0,Action|Adventure|Sci-Fi|Thriller|IMAX,134883.0,3.0
Herbie Goes to Monte Carlo,1977,66/100,0,0,0,1,2051.0,Adventure|Children|Comedy,24037.0,1.0
Pirates of the Caribbean: Dead Man's Chest,2006,82/100,0,0,0,1,45722.0,Action|Adventure|Fantasy,115239.0,4.0
Fight Club,1999,93/100,0,0,1,0,2959.0,Action|Crime|Drama|Thriller,130516.0,4.0
Rear Window,1954,85/100,0,0,1,0,904.0,Mystery|Thriller,47654.0,5.0
Guess Who's Coming to Dinner,1967,73/100,0,0,1,0,3451.0,Drama,90919.0,5.0
Election,1999,73/100,1,0,1,0,2599.0,Comedy,84290.0,4.0
Star Trek: First Contact,1996,77/100,0,1,0,0,1356.0,Action|Adventure|Sci-Fi|Thriller,136768.0,3.0
Unbreakable,2000,82/100,0,0,1,0,3994.0,Drama|Sci-Fi,92495.0,4.0
Big Fish,2003,84/100,0,1,1,0,7147.0,Drama|Fantasy|Romance,51663.0,4.5
Psycho,2020,54/100,1,0,0,0,1219.0,Crime|Horror,103042.0,3.0
Alien,1979,88/100,0,0,1,0,1214.0,Horror|Sci-Fi,113232.0,5.0
Master and Commander: The Far Side of the World,2003,78/100,0,0,1,0,6947.0,Adventure|Drama|War,56953.0,4.0
Avatar,2009,86/100,0,0,0,1,72998.0,Action|Adventure|Sci-Fi|IMAX,100418.0,4.0
The Woman in Black 2: Angel of Death,2014,59/100,0,0,1,0,120825.0,Drama|Horror|Thriller,44998.0,2.0
Psycho,2020,54/100,1,0,0,0,1219.0,Crime|Horror,47634.0,4.5
Fight Club,1999,93/100,0,0,1,0,2959.0,Action|Crime|Drama|Thriller,17158.0,4.0
Return from Witch Mountain,1978,56/100,0,0,0,1,2091.0,Children|Sci-Fi,5596.0,1.0
